Lead_ID,Lead_Date,Company_Name,Region,City,Equipment_Type,Lead_Source,Sales_Rep,Current_Stage,Quotation_Date,Negotiation_Date,Closing_Date,Deal_Value_IDR,Lost_At_Stage,Lost_Reason,Stage_Order,Reached_Lead,Reached_Quotation,Reached_Negotiation,Reached_Closed_Won
LD-0425,2024-03-23,PT Mitra Konstruksi 426,Bali,Badung,Skylift,Referral,Vino Jayrasta,Closed Lost,28.03.2024,2024-04-03,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0948,2026-04-03,PT Mitra Konstruksi 949,Jawa,Gresik,Skylift,WhatsApp,Fajar Nugroho,Closed Lost,2026-04-07,2026-04-13,,,Negotiation,Price too high,5,1,1,1,0
LD-0496,2024-06-15,PT Mitra Konstruksi 497,Jawa,Sidoarjo,Scissor Lift,Google Ads,Sari Rahmawati,Closed Lost,2024-06-17,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0881,2025-12-13,PT Mitra Konstruksi 882,Bali,Gianyar,Tele Handler,whatsapp,Sari R.,Closed Lost,2025-12-15,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0513,2024-07-25,PT Mitra Konstruksi 514,Jawa,Jakarta,Scissor Lift,WhatsApp,Dewi Lestari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0261,2023-08-15,PT Mitra Konstruksi 262,Sumatra,Palembang,Boom Lift,WhatsApp,Rina Wulandari,Closed Lost,18-Aug-2023,2023-08-27,,,Negotiation,Price too high,5,1,1,1,0
LD-0598,2024-11-18,PT Mitra Konstruksi 599,Jawa,Surabaya,Boom Lift,Google Ads,Eko Kurniawan,Closed Won,23.11.2024,2024-12-02,2024-12-09,14000000.0,,,4,1,1,1,1
LD-0510,2024-07-29,PT Mitra Konstruksi 511,Sumatra,Palembang,Crane,WA,Vino J.,Closed Won,2024-08-04,2024-08-11,2024-08-15,69100000.0,,,4,1,1,1,1
LD-0070,2022-11-14,PT Mitra Konstruksi 071,Jawa,Semarang,Scissor Lift,WhatsApp,Vino Jayrasta,Closed Won,2022-11-20,2022-11-27,2022-11-29,19700000.0,,,4,1,1,1,1
LD-0800,2025-08-03,PT Mitra Konstruksi 801,Jawa,Bandung,Scissor Lift,Referral,Fajar Nugroho,Closed Lost,2025-08-05,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0618,2024-12-10,PT Mitra Konstruksi 619,Bali,Gianyar,boom lift,whatsapp,budi santoso,Closed Won,2024-12-11,2024-12-16,2024-12-19,11600000.0,,,4,1,1,1,1
LD-0398,2024-02-10,PT Mitra Konstruksi 399,Jawa,Surabaya,Scissor Lift,WhatsApp,Eko Kurniawan,Closed Won,2024-02-14,2024-02-23,2024-03-03,16000000.0,,,4,1,1,1,1
LD-0310,2023-11-25,PT Mitra Konstruksi 311,sumatra,Medan,skylift,WEBSITE,Sari Rahmawati,closed won,2023-11-26,2023-12-03,2023-12-10,24000000.0,,,4,1,1,1,1
LD-0145,2023-03-10,PT Mitra Konstruksi 146,Jawa,Surabaya,Carmix,WhatsApp,Sari Rahmawati,Closed Won,2023-03-11,2023-03-20,2023-04-02,28200000.0,,,4,1,1,1,1
LD-0470,2024-06-13,PT Mitra Konstruksi 471,Bali,Denpasar,boom lift,Whats App,Rina W.,Closed Won,2024-06-19,2024-06-28,2024-07-09,8500000.0,,,4,1,1,1,1
LD-0246,2023-07-27,PT Mitra Konstruksi 247,Jawa,Semarang,Scissor Lift,Email,Budi Santoso,Closed Lost,2023-08-02,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0741,2025-05-10,PT Mitra Konstruksi 742,Jawa,Semarang,Telehandler,Website,Vino Jayrasta,Closed Lost,2025-05-11,2025-05-18,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0401,2024-02-25,PT Mitra Konstruksi 402,Jawa,Gresik,Carmix,Website,Vino Jayrasta,Closed Lost,2024-03-01,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0807,2025-09-12,PT Mitra Konstruksi 808,Jawa,Bandung,Crane,WA,RINA WULANDARI,Lead In,,,,,,,1,1,0,0,0
LD-0464,2024-05-14,PT Mitra Konstruksi 465,Jawa,Semarang,Crane,WhatsApp,Dewi Lestari,Closed Lost,20.05.2024,2024-05-25,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0071,2022-11-04,PT Mitra Konstruksi 072,Sumatra,Medan,Skylift,Referral,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0520,2024-08-13,PT Mitra Konstruksi 521,Bali,Gianyar,Boom Lift,Google Ads,Dewi Lestari,Closed Lost,18.08.2024,2024-08-22,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0221,2023-06-24,PT Mitra Konstruksi 222,Bali,Badung,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,2023-06-28,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0936,2026-03-24,PT Mitra Konstruksi 937,Sumatra,Batam,Boom Lift,WhatsApp,Rina Wulandari,Closed Lost,2026-03-26,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0699,2025-03-02,PT Mitra Konstruksi 700,Jawa,Sidoarjo,Boom Lift,Website,Dewi Lestari,Closed Lost,2025-03-08,2025-03-16,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0870,2025-12-10,PT Mitra Konstruksi 871,Bali,Denpasar,Scissor Lift,Email,Sari Rahmawati,Closed Lost,2025-12-12,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0317,2023-11-09,PT Mitra Konstruksi 318,Sumatra,Medan,Scissor Lift,Google Ads,Fajar Nugroho,Closed Lost,2023-11-11,2023-11-14,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0010,2022-08-27,PT Mitra Konstruksi 011,Jawa,Sidoarjo,Boom Lift,Email,Dewi Lestari,Closed Lost,2022-09-02,2022-09-06,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0150,2023-03-10,PT Mitra Konstruksi 151,Jawa,Bandung,Boom Lift,WhatsApp,Andi Pratama,Closed Lost,2023-03-16,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0436,2024-04-08,PT Mitra Konstruksi 437,Jawa,Jakarta,Telehandler,Google Ads,Dewi Lestari,Closed Lost,2024-04-10,2024-04-13,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0954,2026-04-07,PT Mitra Konstruksi 955,Bali,Denpasar,Boom Lift,WhatsApp,Fajar Nugroho,Closed Lost,2026-04-12,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0318,2023-11-22,PT Mitra Konstruksi 319   ,Jawa,  Surabaya, Scissor Lift ,Email, Vino Jayrasta ,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-1021,2026-07-25,PT Mitra Konstruksi 1022,Bali,Gianyar,Crane,Email,Andi Pratama,Closed Won,2026-07-28,2026-08-04,2026-08-16,16100000.0,,,4,1,1,1,1
LD-0617,2024-12-24,PT Mitra Konstruksi 618,Jawa,Surabaya,Crane,Google Ads,Andi Pratama,Closed Lost,2024-12-29,2025-01-05,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0804,2025-08-25,PT Mitra Konstruksi 805,Bali,Badung,Scissor Lift,WhatsApp,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0374,2024-01-04,PT Mitra Konstruksi 375,Bali,Badung,Scissor Lift,Google Ads,Rina Wulandari,Lead In,,,,,,,1,1,0,0,0
LD-0041,16-Sep-2022,PT Mitra Konstruksi 042,Bali,Denpasar,Telehandler,Google Ads,Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0727,2025-05-08,PT Mitra Konstruksi 728,Jawa,,boom lift,,Rina Wulandari,closed lost,11.05.2025,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0814,2025-09-27,PT Mitra Konstruksi 815,Jawa,Jakarta,Boom Lift,web site,Vino Jayrasta,Lead In,,,,,,,1,1,0,0,0
LD-0114,2023-01-15,PT Mitra Konstruksi 115,Jawa,Surabaya,Boom Lift,Google Ads,Sari Rahmawati,Closed Lost,2023-01-20,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0833,2025-10-04,PT Mitra Konstruksi 834,Jawa,Surabaya,Skylift,Google Ads,Rina Wulandari,Closed Lost,2025-10-09,2025-10-14,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0416,2024-03-19,PT Mitra Konstruksi 417,Jawa,Gresik,SKYLIFT,G-Ads,Dewi Lestari,Closed Lost,2024-03-23,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0170,2023-04-11,PT Mitra Konstruksi 171,Jawa,Jakarta,Telehandler,WhatsApp,Vino Jayrasta,Closed Lost,2023-04-16,2023-04-20,,,Negotiation,Budget not approved,5,1,1,1,0
LD-1003,08.06.2026,PT Mitra Konstruksi 1004,Jawa,Sidoarjo,Crane,Referral,Vino Jayrasta,Closed Lost,2026-06-13,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0034,2022-09-20,PT Mitra Konstruksi 035,Jawa,,Scissor Lift,,Fajar Nugroho,Closed Lost,2022-09-24,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0206,2023-05-17,PT Mitra Konstruksi 207,Jawa,Sidoarjo,Skylift,WhatsApp,Eko Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0045,2022-10-17,PT Mitra Konstruksi 046,Bali,Badung,Boom Lift,Google Ads,Sari Rahmawati,Closed Lost,2022-10-21,2022-10-27,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0269,2023-09-08,PT Mitra Konstruksi 270,JAWA,Jakarta,skylift,google ads,Vino Jayrasta,closed lost,10/09/2023,19-Sep-2023,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0550,28.09.2024, PT Mitra Konstruksi 551 ,Jawa,  Surabaya,Scissor  Lift,WhatsApp,Budi  Santoso,Closed Lost,2024-09-30,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0007,2022-08-22,PT Mitra Konstruksi 008,JAWA,Semarang,boom lift,email,Rina Wulandari,CLOSED WON,2022-08-26,04-Sep-2022,2022-09-12,30300000.0,,,4,1,1,1,1
LD-0372,2024-01-29,PT Mitra Konstruksi 373,Jawa,Bandung,Scissor  Lift,whatsapp,Dewi Lestari,Closed Lost,2024-02-04,2024-02-09,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0816,2025-09-11,PT Mitra Konstruksi 817,Jawa,Semarang,Skylift,WhatsApp,Andi Pratama,Lead In,,,,,,,1,1,0,0,0
LD-0240,2023-07-09,PT  Mitra Konstruksi 241,Jawa,Sidoarjo,Crane   ,E-mail,budi santoso,Closed Lost,2023-07-13,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0084,2022-12-29,PT Mitra Konstruksi 085,Jawa,Surabaya,boom lift,E-mail,Rina W.,Closed Lost,2023-01-01,2023-01-08,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0721,2025-04-08,PT Mitra Konstruksi 722,Bali,Badung,Skylift,Website,Eko Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0647,2025-01-12,PT  Mitra Konstruksi 648,Jawa,  Semarang,  Scissor Lift,WhatsApp,Fajar Nugroho   ,Lead In,,,,,,,1,1,0,0,0
LD-0840,2025-11-05,PT Mitra Konstruksi 841,Jawa,Surabaya,Skylift,Website,Sari Rahmawati,Closed Lost,2025-11-06,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0486,22/06/2024,PT Mitra Konstruksi 487,Jawa,Gresik,Scissor Lift,Website,Sari Rahmawati,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0565,2024-10-02,PT Mitra Konstruksi 566,Jawa,Semarang,Telehandler,Google Ads,Vino Jayrasta,Closed Won,2024-10-04,2024-10-13,2024-10-25,19800000.0,,,4,1,1,1,1
LD-0493,2024-06-04,PT Mitra Konstruksi 494,Jawa,Gresik,Skylift,Website,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0251,2023-08-12,PT Mitra Konstruksi 252,Jawa,Semarang,Telehandler,Google Ads,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0670,2025-02-12,PT Mitra Konstruksi 671,Jawa,Bandung,Skylift,Website,Andi Pratama,Closed Lost,2025-02-16,2025-02-23,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0239,2023-07-09,PT Mitra Konstruksi 240,SUMATRA,Palembang,boom lift,Web,Eko Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0905,15/01/2026,PT Mitra Konstruksi 906,Jawa,Bandung,Boom Lift,WhatsApp,Andi Pratama,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0273,2023-09-19,PT Mitra Konstruksi 274,Jawa,Sidoarjo,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,2023-09-23,2023-09-27,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0489,05-Jun-2024,PT Mitra Konstruksi 490,Bali,Gianyar,Boom Lift,Website,Vino Jayrasta,Closed Won,2024-06-08,2024-06-13,2024-06-17,,,,4,1,1,1,1
LD-0311,2023-11-15, PT Mitra Konstruksi 312 ,jawa,Sidoarjo   ,  SKYLIFT,WHATSAPP,  Andi Pratama,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0186,2023-05-18, PT Mitra Konstruksi 187 ,Bali,Badung   ,Telehandler   ,Email,Fajar Nugroho   ,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0695,2025-03-17,PT Mitra Konstruksi 696,Jawa,Semarang,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0604,2024-12-03,PT Mitra Konstruksi 605,Jawa,Gresik,Scissor Lift,Website,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0879,2025-12-03,PT Mitra Konstruksi 880,sumatra,Batam,boom lift,Google Ads,Rina Wulandari,closed won,2025-12-07,2025-12-12,2025-12-18,16700000.0,,,4,1,1,1,1
LD-0632,2025-01-16,PT Mitra Konstruksi 633,Sumatra,Medan,boom lift,WHATSAPP,budi santoso,closed lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0404,2024-03-06,PT Mitra Konstruksi 405,Jawa,Surabaya,Scissor Lift,Email,Rina Wulandari,Lead In,,,,,,,1,1,0,0,0
LD-0681,2025-02-18,PT Mitra Konstruksi 682,Jawa,Bandung,Crane,Referral,Sari Rahmawati,Closed Lost,2025-02-20,2025-02-25,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0136,2023-02-24,PT Mitra Konstruksi 137,JAWA,Bandung,Telehandler,email,Eko Kurniawan,closed lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0569,2024-10-12,PT Mitra Konstruksi 570,Jawa,Sidoarjo,Telehandler,WhatsApp,Budi Santoso,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0769,2025-06-20,PT Mitra Konstruksi 770,Jawa,Sidoarjo,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0458,2024-05-15,PT MITRA KONSTRUKSI 459   ,Jawa,  Bandung,Skylift   ,Email,  Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0256,2023-08-27,PT Mitra Konstruksi 257,Jawa,Jakarta,ScissorLift,Google Adwords,Rina W.,Closed Lost,2023-09-02,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0846,2025-11-18,PT  Mitra Konstruksi 847,Jawa, Gresik ,  Crane,WhatsApp, Fajar Nugroho ,Closed Won,2025-11-23,2025-12-01,2025-12-03,67900000.0,,,4,1,1,1,1
LD-0503,13.07.2024,PT Mitra Konstruksi 504,Jawa,Jakarta,Boom Lift,Google Ads,Budi Santoso,Closed Lost,2024-07-14,2024-07-16,,,Negotiation,Price too high,5,1,1,1,0
LD-0017,2022-08-02,PT Mitra Konstruksi 018,Jawa,Semarang,Boom Lift,WhatsApp,Dewi Lestari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0876,2025-12-06,PT Mitra Konstruksi 877,Sumatra,Medan,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,2025-12-07,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0381,2024-02-01,PT Mitra Konstruksi 382,Jawa,Surabaya,Scissor Lift,WhatsApp,Rina Wulandari,Lead In,,,,,,,1,1,0,0,0
LD-0714,2025-04-02,PT Mitra Konstruksi 715,Sumatra,Batam,Boom Lift,Email,Sari Rahmawati,Closed Won,2025-04-07,2025-04-12,2025-04-21,23900000.0,,,4,1,1,1,1
LD-0082,2022-12-12,PT Mitra Konstruksi 083,Jawa,Surabaya,Crane,Google Adwords,Fajar Nugroho,Closed Lost,2022-12-13,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0350,2023-12-31,PT Mitra Konstruksi 351,Sumatra,Batam,Boom Lift,Google Ads,Dewi Lestari,Closed Lost,2024-01-04,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0963,2026-04-21,PT Mitra Konstruksi 964,Sumatra,Medan,Scissor Lift,WhatsApp,Eko Kurniawan,Closed Won,2026-04-27,2026-04-30,2026-05-03,19800000.0,,,4,1,1,1,1
LD-0740,14-May-2025,PT Mitra Konstruksi 741,Jawa,Jakarta,Telehandler,Google Ads,Budi Santoso,Closed Lost,2025-05-18,2025-05-20,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0640,15-Jan-2025,PT Mitra Konstruksi 641,Jawa,Jakarta,ScissorLift,G-Ads,Eko Kurniawan,Closed Lost,2025-01-16,2025-01-24,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0088,2022-12-11,PT Mitra Konstruksi 089,Jawa,Jakarta,BOOM LIFT ,Refferal,budi santoso,Closed Lost,2022-12-13,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0508,2024-07-07,PT Mitra Konstruksi 509,Bali,Badung,Scissor Lift,WhatsApp,Andi Pratama,Closed Lost,2024-07-08,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0733,2025-05-07, PT Mitra Konstruksi 734 ,Sumatra, Batam ,  Skylift,Email,Rina Wulandari   ,Closed Lost,2025-05-09,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0296,2023-10-15,PT Mitra Konstruksi 297   ,Sumatra, Medan ,Boom Lift   ,Website,  Dewi Lestari,Closed Lost,2023-10-20,2023-10-28,,,Negotiation,Price too high,5,1,1,1,0
LD-0002,2022-08-24,PT Mitra Konstruksi 003,Bali,Denpasar,Carmix,Email,Andi Pratama,Closed Lost,2022-08-29,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0343,2023-12-30,PT Mitra Konstruksi 344,Jawa,Sidoarjo,Crane,Google Ads,Andi Pratama,Closed Lost,2024-01-02,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0910,2026-02-25,PT Mitra Konstruksi 911,Jawa,Jakarta,Telehandler,Referral,Rina Wulandari,Closed Lost,2026-02-27,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0197,2023-05-10,PT Mitra Konstruksi 198,Sumatra,Medan,Boom Lift,Website,Eko Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0341,2023-12-30,PT Mitra Konstruksi 342,Jawa,Jakarta,Carmix,Website,Dewi Lestari,Closed Lost,2024-01-02,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0075,2022-11-15,PT Mitra Konstruksi 076,Jawa,Semarang,Skylift,Website,Rina Wulandari,Closed Lost,2022-11-16,2022-11-21,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0278,2023-09-19,PT Mitra Konstruksi 279,Jawa,Jakarta,Scissor Lift,Email,Budi Santoso,Closed Lost,2023-09-25,2023-10-02,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-0890,2026-01-28,PT Mitra Konstruksi 891,Jawa,Semarang,Scissor Lift,WhatsApp,Rina Wulandari,Lead In,,,,,,,1,1,0,0,0
LD-0069,2022-11-18,PT Mitra Konstruksi 070   ,Bali, Gianyar ,Boom Lift   ,WhatsApp,  Andi Pratama,Closed Lost,2022-11-23,2022-11-29,,,Negotiation,Chose competitor,5,1,1,1,0
LD-0856,2025-11-16,PT Mitra Konstruksi 857,Jawa,Jakarta,Crane,Referral,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0424,2024-03-26,PT Mitra Konstruksi 425,Jawa,Surabaya,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,31.03.2024,,,,Quotation Sent,Project postponed/cancelled,5,1,1,0,0
LD-0047,2022-10-12,PT Mitra Konstruksi 048,Sumatra,Batam,Boom Lift,WhatsApp,Eko Kurniawan,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0254,2023-08-08,PT Mitra Konstruksi 255,Sumatra,Palembang,Skylift,Website,Andi Pratama,Closed Lost,2023-08-12,2023-08-17,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0338,2023-12-22,PT Mitra Konstruksi 339,Bali,Denpasar,Boom Lift,WhatsApp,Sari Rahmawati,Lead In,,,,,,,1,1,0,0,0
LD-0853,2025-11-01,PT Mitra Konstruksi 854,Jawa,Semarang,Telehandler,WhatsApp,Sari Rahmawati,Lead In,,,,,,,1,1,0,0,0
LD-0001,11/08/2022,PT Mitra Konstruksi 002,Bali,Denpasar,Boom Lift,WhatsApp,Vino Jayrasta,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0380,2024-02-22, PT Mitra Konstruksi 381 ,Jawa,,  Crane,,,Closed Lost,2024-02-26,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0674,2025-02-16,PT Mitra Konstruksi 675,Jawa,Gresik,Skylift,Website,Budi Santoso,Closed Lost,2025-02-17,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0745,2025-05-09,PT Mitra Konstruksi 746   ,Jawa, Sidoarjo , Crane ,Website,Budi Santoso   ,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0922,07.02.2026,PT Mitra Konstruksi 923,Jawa,Jakarta,Carmix,referal,SARI RAHMAWATI,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-1019,24-Jul-2026,PT Mitra Konstruksi 1020,Jawa,Sidoarjo,boom lift,Google Adwords,SARI RAHMAWATI,Closed Lost,2026-07-28,2026-08-01,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0263,2023-08-25,PT Mitra Konstruksi 264,Jawa,Gresik,CRANE,whatsapp,Sari Rahmawati,CLOSED LOST,2023-08-31,2023-09-02,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0921,01.02.2026,PT Mitra Konstruksi 922,Sumatra,Medan,Scissor Lift,Website,Rina Wulandari,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0574,2024-10-26,PT Mitra Konstruksi 575   ,Sumatra,Batam   ,Boom  Lift,Google Ads,  Fajar Nugroho,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0558,12.10.2024,PT Mitra Konstruksi 559,Jawa,Semarang,Boom Lift,Google Ads,Vino Jayrasta,Closed Lost,2024-10-16,19-Oct-2024,,,Negotiation,No response / went cold,5,1,1,1,0
LD-0979,2026-05-05,PT Mitra Konstruksi 980,sumatra,Palembang,SKYLIFT,GOOGLE ADS,Sari Rahmawati,CLOSED LOST,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0215,2023-06-24,PT Mitra Konstruksi 216,Bali,Badung,Skylift,Google Ads,Vino Jayrasta,Closed Won,2023-06-30,2023-07-09,2023-07-20,29500000.0,,,4,1,1,1,1
LD-0115,2023-01-08,PT Mitra Konstruksi 116,Sumatra,Batam,Crane,Website,Vino Jayrasta,Closed Lost,2023-01-11,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0742,2025-05-22,PT Mitra Konstruksi 743,Bali,Denpasar,Scissor Lift,Google Ads,Dewi Lestari,Closed Lost,2025-05-27,,,,Quotation Sent,Budget not approved,5,1,1,0,0
LD-0530,2024-08-22,PT Mitra Konstruksi 531,sumatra,Palembang,CRANE,WEBSITE,Dewi Lestari,lead in,,,,,,,1,1,0,0,0
LD-0920,2026-02-18,PT Mitra Konstruksi 921,Jawa,Semarang,Boom Lift,WhatsApp,Fajar Nugroho,Closed Lost,21-Feb-2026,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0889,2026-01-23,PT Mitra Konstruksi 890,Sumatra,Batam,Telehandler,Email,Fajar Nugroho,Closed Lost,29-Jan-2026,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0789,2025-08-26,PT Mitra Konstruksi 790,Jawa,Sidoarjo,Boom Lift,Google Ads,Sari Rahmawati,Closed Lost,30-Aug-2025,2025-09-08,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0669,21/02/2025,PT Mitra Konstruksi 670,Bali,Badung,Telehandler,Google Ads,Vino Jayrasta,Closed Lost,2025-02-24,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0200,2023-05-19,PT Mitra Konstruksi 201,Jawa,Surabaya,Carmix,web site,RINA WULANDARI,Closed Lost,2023-05-22,,,,Quotation Sent,No response / went cold,5,1,1,0,0
LD-0339,2023-12-19,PT Mitra Konstruksi 340,Jawa,Jakarta,Boom Lift,WhatsApp,Rina Wulandari,Closed Lost,2023-12-23,,,,Quotation Sent,Price too high,5,1,1,0,0
LD-0776,2025-07-31,PT Mitra Konstruksi 777,Bali,Gianyar,Crane,Website,Rina Wulandari,Closed Lost,2025-08-06,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0515,2024-07-27,PT Mitra Konstruksi 516,Jawa,Semarang,Boomlift,Web,SARI RAHMAWATI,Closed Lost,2024-07-28,2024-08-01,,,Negotiation,Price too high,5,1,1,1,0
LD-0772,2025-07-26,PT Mitra Konstruksi 773,Jawa,Surabaya,Carmix,WhatsApp,Budi Santoso,Closed Lost,2025-07-31,2025-08-03,,,Negotiation,Budget not approved,5,1,1,1,0
LD-0966,2026-05-03,PT Mitra Konstruksi 967,Bali,Gianyar,Skylift,WhatsApp,Sari Rahmawati,Closed Won,04-May-2026,2026-05-08,2026-05-14,,,,4,1,1,1,1
LD-0877,2025-12-05,PT Mitra Konstruksi 878,Jawa,Jakarta,Boom Lift,Google Ads,Fajar Nugroho,Closed Lost,06.12.2025,,,,Quotation Sent,Chose competitor,5,1,1,0,0
LD-0392,03/02/2024,PT Mitra Konstruksi 393,Bali,Badung,Scissor  Lift,whatsapp,budi santoso,Closed Lost,2024-02-07,11.02.2024,,,Negotiation,Project postponed/cancelled,5,1,1,1,0
LD-1004,2026-06-13,  PT Mitra Konstruksi 1005,,,Boom  Lift,,,Lead In,,,,,,,1,1,0,0,0
LD-0923,2026-02-26,PT Mitra Konstruksi 924,Jawa,Sidoarjo,Carmix,web site,Sari R.,Closed Lost,,,,,Lead In,No response / went cold,5,1,0,0,0
LD-0518,25/08/2024,PT Mitra Konstruksi 519,Jawa,Semarang,Skylift,Google Ads,Vino Jayrasta,Closed Won,2024-08-28,2024-09-03,2024-09-14,12900000.0,,,4,1,1,1,1
